,co2_dining_room,co2_room,relative_humidity_dining_room,relative_humidity_room,lighting_dining_room,lighting_room,wind,sun_light_in_west_facade,sun_light_in_east_facade,sun_light_in_south_facade,sun_irradiance,outdoor_relative_humidity,rain_none,rain_rain,sun_dusk_full,sun_dusk_none,sun_dusk_partial,indoor_temperature_room
2012-03-13 15:45:00,0.361910446852782,0.6127006754042226,-0.1631073804675806,-0.7867420538212996,-0.2333663444820273,-0.4076178867567568,0.556682648127167,2.903778934170641,-0.20790905660597156,0.3910572958205916,0.6990461999698929,-0.8580055128431054,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,22.404
2012-03-13 16:00:00,0.07312906823997567,0.4670997951237405,-0.25513181993491146,-0.850721004368355,-0.259385316433922,-0.4076178867567568,0.5096719511678607,2.7809346859858866,-0.22943973152534128,0.14957188217898887,0.5390742515200312,-0.8797862882208566,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,22.7307
2012-03-13 16:15:00,0.07130133799558681,0.36829919779055414,-0.33333704130743796,-0.9100934704760222,-0.25933076052499054,-0.4076178867567568,0.6374416011920675,2.751674092071105,-0.2411840256467232,-0.05029992618070169,0.3734928482822337,-0.8924346956366503,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,22.9373
2012-03-13 16:30:00,0.09439720199281523,0.5953130702814416,-0.36888486920404134,-0.9496836450745396,-0.240865683655904,-0.4355588164806984,0.5090662364185773,2.516172239276705,-0.25684323618089827,-0.202050579249036,0.20703688936495307,-0.8926447245420784,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,23.2
2012-03-13 16:45:00,0.6207835123756533,0.9264900725265627,-0.43642574220758656,-1.0174117621236523,-0.27370834083260204,-0.4076178867567568,0.8321110891968255,2.357849422833057,-0.27119717116614395,-0.3057830445894545,0.038684921064417475,-0.9660770529584962,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,23.436
2012-03-13 17:00:00,0.569274750942989,0.8605146736494673,-0.46526391758870644,-1.1175644113100136,-0.26274260313739217,-0.42294334653845056,0.48556088793892416,2.015370147800178,-0.29925285847916805,-0.3848121204952872,-0.12737133857747446,-1.032453965922192,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,23.668
2012-03-13 17:15:00,0.5126151133670572,0.8623021844564814,-0.5331898920611317,-1.1834115472130422,-0.25862992692564113,-0.4042233908630372,0.46747985064688324,1.018040822208703,-0.3746111309309572,-0.4898090275147559,-0.37535911720783527,-1.006317035468891,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,23.852
2012-03-13 17:30:00,0.3708829407797625,0.8016893180004332,-0.5162158042405043,-1.1929700024247722,-0.2552432639635155,-0.4126337041578691,0.055837915137634635,-0.45007238159577156,-0.466281251691386,-0.6220293815357588,-0.6369698086627099,-0.8337355059936111,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,24.0213
2012-03-13 17:45:00,0.344297773588706,0.8779022787722482,-0.45261481549549853,-1.188363517985385,-0.31735306797771556,-0.41222720568195226,-0.16475345198085795,-0.48214990631190047,-0.4959680783235744,-0.6376342628716971,-0.668041473786165,-0.7372777864635716,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,24.1413
2012-03-13 18:00:00,0.29644447264481466,0.9299025931581344,-0.3665150140109347,-1.1769368774176807,-0.6468707579233228,-0.4547787185575267,0.3752665604574747,-0.5288585130831907,-0.5576251445879821,-0.6734835085977752,-0.7041191844410435,-0.5445645974605703,0.23530815625675752,-0.23530815625675758,0.9887561076571603,-0.9313423906644905,-0.17541160386140583,24.268
2012-03-13 18:15:00,0.2645422720155506,0.6907011469830564,-0.18799085999520262,-1.1283128750019182,-0.6502867971441038,-0.6430599350493007,-0.05204892222837949,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7312736600163628,-0.337958385305904,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,-0.9313423906644905,5.70087712549569,24.38
2012-03-13 18:30:00,0.1563738730069545,0.7704891293688997,-0.09556650746403435,-0.9826072130260544,-0.6502867971441038,-0.6491176968197172,-0.20633983775255188,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7345691976231096,-0.21329456166167626,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,-0.9313423906644905,5.70087712549569,24.0707
2012-03-13 18:45:00,0.13510573925411493,0.668113510421685,-0.01143664810874077,-0.8798954058178114,-0.6502867971441038,-0.6373432582069526,-0.7222524031694064,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7338996159310052,-0.12596143124524445,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,23.588
2012-03-13 19:00:00,0.1794697370041829,0.5884880290182937,0.03162065843101984,-0.8039779830986757,-0.6529978061571561,-0.6510193621036042,-0.6354634241676101,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7336764334210808,-0.061863720847862604,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,23.2867
2012-03-13 19:15:00,0.18113130995362217,0.6092881547726509,0.02569602044825279,-0.7401653778230427,-0.6536986397565054,-0.638871131788847,-0.2810750932436091,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7338996159310052,-0.04091528224347614,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,23.032
2012-03-13 19:30:00,0.15454614276257037,0.7531015242461188,0.05254944210514505,-0.6934223565533644,-0.658512149567606,-0.6567196855589902,-0.828327520598758,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7345691976231096,0.002856297417454643,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,22.7747
2012-03-13 19:45:00,0.27866564208579847,0.574512944527089,0.04188509373616373,-0.6439410362002721,-0.6434589153109211,-0.6426697899603461,-0.33049689652580905,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7334532167488251,0.07712096260723592,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,22.5533
2012-03-13 20:00:00,0.2804933723301826,0.5173125987026125,0.01780144033621551,-0.5883305323847711,-0.6495859635447544,-0.6510193621036042,-0.372083282297503,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7336764334210808,0.10636943240021618,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,22.352
2012-03-13 20:15:00,0.14922910932436284,0.4098994492992639,-0.02130117035004828,-0.5640953059175466,-0.6461741209323527,-0.6510193621036042,-0.5137174717172469,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7336764334210808,0.08105705987192971,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,22.1227
2012-03-13 20:30:00,0.22200600450986674,0.37528674003615875,0.00041262785679332947,-0.5484076672434088,-0.6386454054998206,-0.6464871377169448,-0.8090413821712026,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7336764334210808,0.04662787707838487,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,21.9347
2012-03-13 20:45:00,0.07479064118941493,0.4480871801763975,-0.06158870863286485,-0.5408965384491844,-0.6529978061571561,-0.6453190386482182,-0.8204930071401167,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7332300342389008,0.04807474287133542,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,21.7133
2012-03-13 21:00:00,0.039399137366327476,0.4774998580009168,-0.11609537807432319,-0.5351000455296214,-0.6468707579233228,-0.6612986339083987,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7327836350567207,0.049319358607206765,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,21.5373
2012-03-13 21:15:00,0.2592252385773383,0.635288311965594,-0.09832146412602098,-0.5347545591966668,-0.6495859635447544,-0.6472487383097545,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7334532167488251,0.05429782155069271,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,21.348
2012-03-13 21:30:00,0.34247004334432185,0.8883023416494246,-0.12478978431403322,-0.5262197671936899,-0.6468707579233228,-0.6548180202751033,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7327836350567207,0.06363243956972864,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,21.148
2012-03-13 21:45:00,0.3884956140438338,1.056490858491278,-0.1970703677037927,-0.5238397502333396,-0.6495859635447544,-0.6548180202751033,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.07607859692844378,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.9813
2012-03-13 22:00:00,0.5657854477491608,1.2228918645261173,-0.18759094693136522,-0.5142812950216095,-0.6461741209323527,-0.6529186911893538,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7332300342389008,0.0906017067963943,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.8107
2012-03-13 22:15:00,0.6952219805106012,1.351105139683823,-0.23894274664700052,-0.5054138124757879,-0.6495859635447544,-0.6472347211209298,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.10491478775891618,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.66
2012-03-13 22:30:00,0.7465645846483207,1.3615052025609993,-0.2567166605953017,-0.49960452376611514,-0.6386454054998206,-0.6491176968197172,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.11403937687252401,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.4753
2012-03-13 22:45:00,0.9717077192975438,1.3424925876136609,-0.26382622617462254,-0.49312985397075276,-0.6461741209323527,-0.6472183677339677,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7327836350567207,0.10740401923065887,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.3147
2012-03-13 23:00:00,0.8901244874800043,1.3701177546311614,-0.33610680956438205,-0.4856187251765282,-0.6495859635447544,-0.6529186911893538,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7332300342389008,0.11673863724969535,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,20.164
2012-03-13 23:15:00,1.0230503234352633,1.6405193894377776,-0.3661151009470973,-0.4852732388435745,-0.6495859635447544,-0.6187471210328243,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.11383712681544482,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.9967
2012-03-13 23:30:00,1.2304146275254702,1.7168948511920492,-0.40127782737482065,-0.4845950619677759,-0.6461741209323527,-0.6415180442785816,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7325604525467964,0.10242555628717293,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.846
2012-03-13 23:45:00,1.3279489596576466,1.971696391682894,-0.462094236267926,-0.4869878747182352,-0.6495859635447544,-0.6472183677339677,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.0910139857589016,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.6773
2012-03-14 00:00:00,1.47150886248933,1.952521275753099,-0.44945994576967446,-0.4962008435970115,-0.6461741209323527,-0.651033379292429,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.732337270036872,0.07898788621104322,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.526
2012-03-14 00:15:00,1.6841902000177493,1.9941215272618087,-0.5071214849369559,-0.49585535726405777,-0.6461741209323527,-0.638871131788847,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7325604525467964,0.07193247075832188,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.3733
2012-03-14 00:30:00,1.6983135700879926,2.23689799505092,-0.51147609385429,-0.4968790204728101,-0.6495859635447544,-0.6491176968197172,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.09163629362683699,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.2087
2012-03-14 00:45:00,2.0793122473947627,2.6233253313310416,-0.4909324116490449,-0.4962008435970115,-0.6495859635447544,-0.6453190386482182,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7330068517289764,0.13955399945788913,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,19.0527
2012-03-14 01:00:00,2.201604016473607,2.411911553155921,-0.4909324116490449,-0.4856187251765282,-0.6502867971441038,-0.6647094831890806,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.15158787785409694,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.8973
2012-03-14 01:15:00,2.1893083766477432,2.3928989382085826,-0.5071214849369559,-0.4828932218832241,-0.6427580817115717,-0.6365956748029675,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.12088476341981726,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.734
2012-03-14 01:30:00,2.2866765514849745,2.26452316206842,-0.518970760902491,-0.4883442284698333,-0.6495859635447544,-0.6468445760319751,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.06944323928657864,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.5833
2012-03-14 01:45:00,2.082967707883531,2.254123099191244,-0.5566958932577609,-0.4951771803882583,-0.6386454054998206,-0.6415180442785816,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7327836350567207,0.07961019407897917,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.4167
2012-03-14 02:00:00,2.2140658135944107,2.4691118989803975,-0.5695375460854089,-0.49585535726405777,-0.6420614447206017,-0.6468609294189372,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7325604525467964,0.06861090251321458,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.2727
2012-03-14 02:15:00,2.2318446441534268,2.5749000385591887,-0.5561034294594834,-0.49585535726405777,-0.6427580817115717,-0.6396187151928321,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.731890870854692,0.06529711311645674,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,18.0973
2012-03-14 02:30:00,2.176846579526939,2.3131109558227347,-0.5645904733697982,-0.49585535726405777,-0.6386454054998206,-0.6472183677339677,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7325604525467964,0.06467480524852134,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.9533
2012-03-14 02:45:00,2.23533394734725,2.2732982151210392,-0.5620280674422515,-0.49380803084655134,-0.6529978061571561,-0.6327970166314685,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.731890870854692,0.06238782383385729,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.8173
2012-03-14 03:00:00,2.0173355763806238,1.8572957000339407,-0.5614356036439742,-0.4951771803882583,-0.63934623909917,-0.6415180442785816,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.023804736021841105,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.654
2012-03-14 03:15:00,1.9729715786305557,1.524493687964267,-0.5892814021629802,-0.5030209997253277,-0.6495859635447544,-0.6434173733643311,-0.776495515045529,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.0045131921158332875,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.5153
2012-03-14 03:30:00,1.6291921353912568,0.9039024359651913,-0.612194939561332,-0.5327072327791612,-0.6386454054998206,-0.6434173733643311,-0.4691178810808342,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7318475871810237,-0.02162373833746777,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.3267
2012-03-14 03:45:00,1.228586897281086,0.9507027189124916,-0.5961984170078611,-0.5354327360724653,-0.6461741209323527,-0.6453190386482182,-0.8910087813635168,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.732337270036872,-0.039048358639668844,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.1553
2012-03-14 04:00:00,1.1737549899495432,0.7461139820005142,-0.5985682722009676,-0.5299817294858562,-0.6318217202750173,-0.6415180442785816,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.731890870854692,-0.04381679267772613,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,17.0253
2012-03-14 04:15:00,0.8653670505333365,0.6543009269129324,-0.606462852313005,-0.5347545591966668,-0.6454732873330034,-0.6415180442785816,-0.7198412968465129,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,-0.03967066650760424,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.894
2012-03-14 04:30:00,0.6686368133195447,0.392511844176483,-0.6151572585527161,-0.5480621809104542,-0.6386454054998206,-0.6491176968197172,-0.32868879279660496,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7320708038532794,-0.037383685092940745,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.7433
2012-03-14 04:45:00,0.6048324120610213,0.3336864885274489,-0.6153498092871561,-0.5613698026242416,-0.6461741209323527,-0.6571074944498075,0.24508309195478048,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.732337270036872,-0.028049067073904255,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.608
2012-03-14 05:00:00,0.36373817709716616,0.21229825463289115,-0.6110100119647792,-0.5582988129979838,-0.6461741209323527,-0.6453190386482182,-0.29011561188962953,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.732337270036872,-0.0344821746586902,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.4307
2012-03-14 05:15:00,0.3884956140438338,0.2642985690187773,-0.6058703885147286,-0.5449911912841955,-0.6454732873330034,-0.6415180442785816,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.731890870854692,-0.03551676148913344,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.2933
2012-03-14 05:30:00,0.36905521053537366,0.4046994178606735,-0.606462852313005,-0.5333854096549598,-0.635233562887419,-0.6434173733643311,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.731890870854692,-0.005645983828217794,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.174
2012-03-14 05:45:00,0.22017827426548262,0.4289120642466024,-0.5985682722009676,-0.5241724407761844,-0.63934623909917,-0.6434173733643311,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.04122935632404218,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,16.036
2012-03-14 06:00:00,0.2645422720155506,0.46531228431672633,-0.5904663297595341,-0.5190541247324192,-0.6495859635447544,-0.6358177208231955,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7321140533646163,0.026293967493584352,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,1.0737189781370562,-0.17541160386140583,15.9227
2012-03-14 06:15:00,0.3477870767825341,0.4601122528781359,-0.5967908808061375,-0.5142812950216095,-0.6461741209323527,-0.6316429347515665,-0.9283762282986724,-0.5688144939285074,-0.5677382083668002,-0.6821294889647532,-0.7287365603252494,0.02816089109739165,0.23530815625675752,-0.23530815625675758,-1.0113717551333077,-0.9313423906644905,5.70087712549569,15.8607
